"countryIsoCode","country","year","Carbon dioxide emissions per capita (production) (tonnes)","Coefficient of human inequality","Gender Inequality Index (value)","Inequality in eduation","Inequality in income","Inequality in life expectancy","Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Material footprint per capita (tonnes)","Maternal Mortality Ratio (deaths per 100,000 live births)","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)"
"HRV","Croatia","2010",4.811,9.381,0.136,6.649,17.368,4.125,46.14,59.66,15.096,7.237,23.529,76.471
"HRV","Croatia","2011",4.745,9.485,0.133,6.751,17.466,4.237,44.61,59.77,17.061,7.051,23.841,76.159
"HRV","Croatia","2012",4.405,9.01,0.127,5.949,17.228,3.853,44.54,58.86,15.085,6.424,23.841,76.159
"HRV","Croatia","2013",4.278,8.93,0.121,5.813,17.198,3.778,44.59,57.7,16.817,6.088,23.841,76.159
"HRV","Croatia","2014",4.127,8.677,0.118,4.989,16.856,4.187,46.43,58.86,14.386,5.89,23.841,76.159
"HRV","Croatia","2015",4.189,8.637,0.142,5.163,16.878,3.869,46.88,59.14,12.121,6.146,15.232,84.768
"HRV","Croatia","2016",4.287,8.215,0.155,5.021,15.841,3.782,45.43,57.76,14.575,5.343,12.583,87.417
"HRV","Croatia","2017",4.471,8.124,0.128,4.934,15.726,3.712,45.57,58.21,13.295,5.357,18.543,81.457
"HRV","Croatia","2018",4.26,7.912,0.124,4.674,15.315,3.748,45.51,57.4,14.322,4.891,18.543,81.457
"HRV","Croatia","2019",4.324,7.521,0.119,4.58,14.401,3.582,45.19,57.57,13.106,4.533,20.53,79.47
"HRV","Croatia","2020",4.118,7.216,0.095,4.242,13.732,3.674,44.68,57.95,15.162,4.817,31.126,68.874
"HRV","Croatia","2021",4.288,7.369,0.092,4.047,14.302,3.757,45.79,58.31,14.416,4.817,31.126,68.874
"HRV","Croatia","2022",4.288,6.913,0.087,3.942,13.54,3.257,46.85,58.24,14.766,4.817,31.788,68.212
"HUN","Hungary","1990",7.072,NA,0.341,NA,NA,NA,46.26,64.53,12.989,22.715,11.399,88.601
"HUN","Hungary","1991",6.718,NA,0.326,NA,NA,NA,39.49,51.14,11.552,21.952,11.399,88.601
"HUN","Hungary","1992",6.012,NA,0.324,NA,NA,NA,51.05,66.23,10.652,22.965,11.399,88.601
"HUN","Hungary","1993",6.137,NA,0.325,NA,NA,NA,48.51,63.49,10.551,23.86,11.399,88.601
"HUN","Hungary","1994",5.984,NA,0.306,NA,NA,NA,46.26,61.8,11.284,18.323,11.399,88.601
"HUN","Hungary","1995",5.965,NA,0.302,NA,NA,NA,43.81,61.68,10.338,17.58,11.399,88.601
"HUN","Hungary","1996",6.127,NA,0.294,NA,NA,NA,39.99,57.81,10.37,16.685,11.399,88.601
"HUN","Hungary","1997",5.999,NA,0.289,NA,NA,NA,39.12,57.23,10.993,16.725,11.399,88.601
"HUN","Hungary","1998",5.975,NA,0.301,NA,NA,NA,40.53,57.25,11.392,16.353,8.29,91.71
"HUN","Hungary","1999",6.042,NA,0.293,NA,NA,NA,41.46,58.18,11.651,16.149,8.29,91.71
"HUN","Hungary","2000",5.735,NA,0.284,NA,NA,NA,41.67,58.49,11.699,14.588,8.29,91.71
"HUN","Hungary","2001",5.906,NA,0.273,NA,NA,NA,40.88,57.72,12.657,13.602,8.29,91.71
"HUN","Hungary","2002",5.822,NA,0.264,NA,NA,NA,41.39,57.53,14.032,13.686,9.067,90.933
"HUN","Hungary","2003",6.114,NA,0.254,NA,NA,NA,42.37,58.18,15.257,13.631,9.845,90.155
"HUN","Hungary","2004",5.969,NA,0.257,NA,NA,NA,42.25,57.8,17.864,13.03,9.091,90.909
"HUN","Hungary","2005",5.996,NA,0.254,NA,NA,NA,43.08,58.31,21.121,13.317,9.091,90.909
"HUN","Hungary","2006",5.937,NA,0.24,NA,NA,NA,43.4,58.97,17.856,12.767,10.363,89.637
"HUN","Hungary","2007",5.839,NA,0.241,NA,NA,NA,42.98,58.74,15.375,14.146,11.14,88.86
"HUN","Hungary","2008",5.719,NA,0.24,NA,NA,NA,42.73,58.12,17.215,13.667,11.14,88.86
"HUN","Hungary","2009",5.15,NA,0.241,NA,NA,NA,42.83,57.88,15.878,14.423,11.14,88.86
"HUN","Hungary","2010",5.216,7.545,0.251,4.002,13.561,5.072,43.77,57.84,13.447,15.002,9.067,90.933
"HUN","Hungary","2011",5.049,7.483,0.256,3.953,13.561,4.936,43.96,58.33,13.061,15.877,8.808,91.192
"HUN","Hungary","2012",4.719,7.98,0.259,3.471,15.621,4.847,44.97,59.25,11.192,15.127,8.808,91.192
"HUN","Hungary","2013",4.413,7.963,0.267,3.419,15.621,4.847,45.13,60.17,11.979,15.142,8.808,91.192
"HUN","Hungary","2014",4.438,7.816,0.263,3.202,15.621,4.624,46.46,61.86,14.746,14.656,10.05,89.95
"HUN","Hungary","2015",4.746,6.641,0.262,3.007,12.499,4.418,47.36,63.12,13.263,14.784,10.101,89.899
"HUN","Hungary","2016",4.807,6.621,0.262,3.28,12.315,4.268,48.03,64.33,13.477,13.928,10.101,89.899
"HUN","Hungary","2017",5.065,6.74,0.261,3.194,13.013,4.014,48.37,65.17,13.378,14.449,10.05,89.95
"HUN","Hungary","2018",5.067,6.472,0.243,3.111,12.474,3.832,48.69,65.76,16.521,14.581,12.563,87.437
"HUN","Hungary","2019",5.046,6.229,0.239,2.95,11.692,4.044,48.75,66.44,15.183,14.107,12.563,87.437
"HUN","Hungary","2020",4.855,6.136,0.247,2.863,11.683,3.861,48.5,66.27,16.135,15.049,12.06,87.94
"HUN","Hungary","2021",5.002,6.092,0.236,2.741,11.581,3.954,52.82,67.04,17.67,15.049,13.065,86.935
"HUN","Hungary","2022",5.002,5.966,0.23,2.66,11.336,3.903,53.68,67.75,17.885,15.049,14.07,85.93
"IRL","Ireland","1990",9.452,NA,0.226,NA,NA,NA,35.38,70.66,22.145,10.84,13.717,86.283
"IRL","Ireland","1991",9.608,NA,0.224,NA,NA,NA,36.05,70.62,19.198,10.443,13.717,86.283
"IRL","Ireland","1992",9.493,NA,0.22,NA,NA,NA,36.82,68.72,21.807,10.857,13.717,86.283
"IRL","Ireland","1993",9.509,NA,0.205,NA,NA,NA,38.56,68.45,17.482,9.12,13.717,86.283
"IRL","Ireland","1994",9.788,NA,0.198,NA,NA,NA,39.5,68.83,20.277,9.305,13.717,86.283
"IRL","Ireland","1995",10.016,NA,0.197,NA,NA,NA,39.92,68.38,18.235,9.955,13.717,86.283
"IRL","Ireland","1996",10.389,NA,0.2,NA,NA,NA,41.54,68.5,19.341,8.627,13.717,86.283
"IRL","Ireland","1997",10.66,NA,0.206,NA,NA,NA,42.67,68.52,21.844,10.468,13.717,86.283
"IRL","Ireland","1998",11.066,NA,0.209,NA,NA,NA,43.93,69.4,22.634,9.616,13.717,86.283
"IRL","Ireland","1999",11.409,NA,0.21,NA,NA,NA,45.91,70.38,39.903,8.276,13.717,86.283
"IRL","Ireland","2000",12.006,NA,0.21,NA,NA,NA,47.15,71.18,38.5,10.45,13.717,86.283
"IRL","Ireland","2001",12.433,NA,0.207,NA,NA,NA,47.56,71.13,39.804,9.319,13.717,86.283
"IRL","Ireland","2002",11.833,NA,0.203,NA,NA,NA,47.04,69.87,43.439,8.454,14.159,85.841
"IRL","Ireland","2003",11.54,NA,0.198,NA,NA,NA,49.14,70.56,43.785,7.422,14.159,85.841
"IRL","Ireland","2004",11.45,NA,0.193,NA,NA,NA,49.43,70.99,44.454,7.983,14.159,85.841
"IRL","Ireland","2005",11.685,NA,0.187,NA,NA,NA,51.82,72.33,51.385,8.61,14.159,85.841
"IRL","Ireland","2006",11.241,NA,0.186,NA,NA,NA,53.03,73.43,61.137,7.91,14.159,85.841
"IRL","Ireland","2007",10.933,NA,0.18,NA,NA,NA,56.97,76.39,51.461,7.028,15.487,84.513
"IRL","Ireland","2008",10.638,NA,0.177,NA,NA,NA,56.83,75.22,40.21,7.587,15.487,84.513
"IRL","Ireland","2009",9.374,NA,0.17,NA,NA,NA,56.11,72.26,32.561,7.142,16.071,83.929
"IRL","Ireland","2010",9.237,8.559,0.163,4.896,16.929,3.851,55.25,70.17,27.504,6.549,16.071,83.929
"IRL","Ireland","2011",8.374,8.589,0.14,5.416,16.577,3.775,54.96,69.19,23.771,7.418,19.027,80.973
"IRL","Ireland","2012",8.375,8.673,0.134,5.546,16.852,3.622,54.77,68.76,20.217,7.04,19.027,80.973
"IRL","Ireland","2013",8.124,8.452,0.121,4.919,16.747,3.69,55.27,68.9,20.572,6.457,19.912,80.088
"IRL","Ireland","2014",7.973,8.072,0.115,3.363,17.291,3.563,54.93,68.84,21.422,6.273,19.469,80.531
"IRL","Ireland","2015",8.298,7.492,0.109,3.294,15.673,3.508,54.85,69.06,21.212,6.485,19.912,80.088
"IRL","Ireland","2016",8.561,7.472,0.092,3.422,15.735,3.26,55.59,69.02,28.478,5.343,24.312,75.688
"IRL","Ireland","2017",8.189,7.589,0.086,3.285,16.393,3.089,55.65,68.54,28.62,5.583,24.312,75.688
"IRL","Ireland","2018",8.07,7.074,0.084,3.205,14.978,3.038,56.04,68.51,27.042,5.43,24.312,75.688
"IRL","Ireland","2019",7.624,6.744,0.079,3.365,13.883,2.984,56.25,68.65,37.983,5.523,24.312,75.688
"IRL","Ireland","2020",7.101,6.568,0.073,2.678,14.259,2.767,55.1,67.37,36.245,4.984,27.273,72.727
"IRL","Ireland","2021",7.53,6.191,0.073,2.855,12.892,2.826,57.86,68.95,26.939,4.984,27.273,72.727
"IRL","Ireland","2022",7.53,6.566,0.072,2.936,13.962,2.799,59.4,70.51,26.347,4.984,27.397,72.603
"ISL","Iceland","1990",8.716,NA,0.186,NA,NA,NA,72.9,85.29,38.396,5.999,25.397,74.603
"ISL","Iceland","1991",8.154,NA,0.181,NA,NA,NA,72.9,85.29,38.288,5.65,25.397,74.603
"ISL","Iceland","1992",8.613,NA,0.172,NA,NA,NA,74.24,85.73,40.039,5.849,25.397,74.603
"ISL","Iceland","1993",9.097,NA,0.163,NA,NA,NA,74.48,84.02,34.895,6.045,25.397,74.603
"ISL","Iceland","1994",8.826,NA,0.158,NA,NA,NA,74.92,83.75,34.749,6.877,25.397,74.603
"ISL","Iceland","1995",9.225,NA,0.155,NA,NA,NA,77.41,87.04,33.713,6.488,25.397,74.603
"ISL","Iceland","1996",9.377,NA,0.154,NA,NA,NA,75.75,86.49,28.609,6.177,25.397,74.603
"ISL","Iceland","1997",9.653,NA,0.16,NA,NA,NA,74.4,85.66,37.249,5.595,25.397,74.603
"ISL","Iceland","1998",9.62,NA,0.163,NA,NA,NA,75.96,86.62,41.712,5.581,25.397,74.603
"ISL","Iceland","1999",10.235,NA,0.144,NA,NA,NA,78.27,87.11,41.82,5.669,34.921,65.079
"ISL","Iceland","2000",10.421,NA,0.14,NA,NA,NA,79.77,87.85,34.104,5.267,34.921,65.079
"ISL","Iceland","2001",10.046,NA,0.133,NA,NA,NA,78.47,88.45,29.736,3.994,34.921,65.079
"ISL","Iceland","2002",10.398,NA,0.126,NA,NA,NA,78.26,87.23,30.502,3.984,34.921,65.079
"ISL","Iceland","2003",10.304,NA,0.125,NA,NA,NA,78.73,87.36,34.015,4.626,30.159,69.841
"ISL","Iceland","2004",10.637,NA,0.115,NA,NA,NA,76.81,86.9,40.445,4.271,30.159,69.841
"ISL","Iceland","2005",10.028,NA,0.106,NA,NA,NA,77.08,85.52,50.75,4.044,33.333,66.667
"ISL","Iceland","2006",10.379,NA,0.106,NA,NA,NA,77.75,86.91,53.451,4.03,33.333,66.667
"ISL","Iceland","2007",11.208,NA,0.109,NA,NA,NA,77.75,87.23,45.105,3.968,33.333,66.667
"ISL","Iceland","2008",12.001,NA,0.111,NA,NA,NA,77.01,86.48,31.402,3.29,33.333,66.667
"ISL","Iceland","2009",11.704,NA,0.098,NA,NA,NA,76.4,84.09,18.399,3.098,42.857,57.143
"ISL","Iceland","2010",11.395,6.379,0.092,3.051,13.249,2.837,76.78,83.93,19.685,2.927,42.857,57.143
"ISL","Iceland","2011",10.976,5.354,0.087,2.915,10.872,2.275,76.4,83.16,20.812,2.921,39.683,60.317
"ISL","Iceland","2012",10.908,5.631,0.084,2.821,11.41,2.663,77.08,82.62,21.668,2.819,39.683,60.317
"ISL","Iceland","2013",10.771,5.685,0.072,2.899,11.224,2.933,77.64,83.67,20.944,3.683,39.683,60.317
"ISL","Iceland","2014",10.52,5.256,0.069,3.007,10.088,2.673,78.66,85.61,21.458,3.16,39.683,60.317
"ISL","Iceland","2015",10.704,5.847,0.062,2.956,11.947,2.638,79.67,86.28,22.652,3.419,41.27,58.73
"ISL","Iceland","2016",10.413,5.375,0.052,2.795,11.088,2.242,79.75,87.75,24.483,2.998,47.619,52.381
"ISL","Iceland","2017",10.512,5.608,0.055,2.209,11.641,2.974,78.9,86.68,26.985,2.805,38.095,61.905
"ISL","Iceland","2018",10.395,5.108,0.052,2.201,10.678,2.446,77.92,85.53,28.566,2.803,38.095,61.905
"ISL","Iceland","2019",9.864,5.035,0.051,2.201,10.678,2.225,77.37,84.85,23.904,3.123,38.095,61.905
"ISL","Iceland","2020",9.108,4.988,0.051,2.201,10.678,2.086,75,82.71,23.871,2.654,38.095,61.905
"ISL","Iceland","2021",9.478,4.944,0.042,2.201,10.678,1.954,69.29,77.52,26.844,2.654,47.619,52.381
"ISL","Iceland","2022",9.478,5.042,0.039,2.201,10.678,2.248,70.7,78.29,27.447,2.654,47.619,52.381
"ITA","Italy","1990",7.733,NA,0.241,NA,NA,NA,34.97,65.72,20.794,15.61,10.042,89.958
"ITA","Italy","1991",7.719,NA,0.236,NA,NA,NA,36,66.72,20.029,15.673,10.042,89.958
"ITA","Italy","1992",7.72,NA,0.23,NA,NA,NA,34.01,64.67,21.851,14.848,10.042,89.958
"ITA","Italy","1993",7.582,NA,0.231,NA,NA,NA,33.54,64.17,19.004,14.747,10.042,89.958
"ITA","Italy","1994",7.479,NA,0.225,NA,NA,NA,33.51,63.11,19.748,14.545,10.042,89.958
"ITA","Italy","1995",7.901,NA,0.219,NA,NA,NA,33.54,62.24,18.774,14.657,10.042,89.958
"ITA","Italy","1996",7.797,NA,0.212,NA,NA,NA,33.97,62.09,18.402,13.979,10.042,89.958
"ITA","Italy","1997",7.895,NA,0.196,NA,NA,NA,34.17,61.94,19.323,12.174,10.042,89.958
"ITA","Italy","1998",8.108,NA,0.191,NA,NA,NA,34.67,61.98,20.532,11.642,10.042,89.958
"ITA","Italy","1999",8.19,NA,0.189,NA,NA,NA,35.37,61.78,21.985,10.493,10.042,89.958
"ITA","Italy","2000",8.26,NA,0.187,NA,NA,NA,35.67,61.64,22.512,10.073,10.042,89.958
"ITA","Italy","2001",8.256,NA,0.189,NA,NA,NA,36.2,61.37,21.836,9.785,9.148,90.852
"ITA","Italy","2002",8.37,NA,0.187,NA,NA,NA,36.76,61.73,22.575,9.381,9.148,90.852
"ITA","Italy","2003",8.637,NA,0.179,NA,NA,NA,37.33,62.11,23.703,8.802,10.33,89.67
"ITA","Italy","2004",8.67,NA,0.177,NA,NA,NA,38.45,61.9,23.23,7.899,10.352,89.648
"ITA","Italy","2005",8.631,NA,0.175,NA,NA,NA,38.07,61.08,22.816,7.746,10.352,89.648
"ITA","Italy","2006",8.505,NA,0.142,NA,NA,NA,38.19,60.84,23.694,7.239,16.071,83.929
"ITA","Italy","2007",8.347,NA,0.14,NA,NA,NA,37.94,60.44,22.63,7.074,16.176,83.824
"ITA","Italy","2008",8.089,NA,0.127,NA,NA,NA,38.67,60.39,22.73,6.758,20.168,79.832
"ITA","Italy","2009",7.135,NA,0.125,NA,NA,NA,38.23,59.57,19.125,6.932,20.273,79.727
"ITA","Italy","2010",7.297,12.142,0.123,12.494,20.591,3.34,38.17,59.08,19.605,6.729,20.273,79.727
"ITA","Italy","2011",7.076,12.66,0.119,14.112,20.591,3.277,38.4,58.71,20.404,6.842,20.588,79.412
"ITA","Italy","2012",6.716,12.211,0.115,12.862,20.591,3.179,39.71,59.24,17.212,6.785,20.61,79.39
"ITA","Italy","2013",6.139,11.821,0.086,11.747,20.591,3.126,39.68,58.65,17.196,6.78,30.599,69.401
"ITA","Italy","2014",5.804,12.894,0.082,11.512,24.163,3.009,40.12,58.7,16.046,6.463,30.623,69.377
"ITA","Italy","2015",6.009,12.569,0.079,10.488,24.163,3.057,39.77,58.88,14.686,6.502,30.074,69.926
"ITA","Italy","2016",5.968,13.121,0.075,11.516,24.834,3.013,40.45,59.25,15.486,6.315,30.074,69.926
"ITA","Italy","2017",5.89,12.429,0.07,10.977,23.204,3.106,40.94,59.36,16.463,6.366,30.105,69.895
"ITA","Italy","2018",5.842,12.427,0.057,10.601,23.631,3.05,41.1,59.39,16.312,4.888,35.579,64.421
"ITA","Italy","2019",5.699,11.949,0.054,10.054,23.003,2.79,41.26,59.16,15.158,4.724,35.263,64.737
"ITA","Italy","2020",5.097,11.514,0.055,10.213,21.609,2.719,39.84,57.8,13.639,4.591,35.263,64.737
"ITA","Italy","2021",5.693,11.594,0.056,10.202,21.844,2.737,40.11,57.64,15.231,4.591,35.263,64.737
"ITA","Italy","2022",5.693,11.137,0.057,10.007,20.847,2.558,40.69,58.08,14.827,4.591,33.003,66.997
"KAZ","Kazakhstan","1990",15.9,NA,NA,NA,NA,NA,NA,NA,NA,83.227,11.404,88.596
"KAZ","Kazakhstan","1991",15.362,NA,NA,NA,NA,NA,NA,NA,NA,86.261,11.404,88.596
"KAZ","Kazakhstan","1992",13.855,NA,NA,NA,NA,NA,NA,NA,11.556,82.073,11.404,88.596
"KAZ","Kazakhstan","1993",12.263,NA,NA,NA,NA,NA,NA,NA,14.96,80.576,11.404,88.596
"KAZ","Kazakhstan","1994",10.446,NA,NA,NA,NA,NA,NA,NA,10.414,75.186,11.404,88.596
"KAZ","Kazakhstan","1995",10.24,NA,NA,NA,NA,NA,NA,NA,11.609,76.568,11.404,88.596
"KAZ","Kazakhstan","1996",9.57,NA,NA,NA,NA,NA,NA,NA,10.225,70.792,11.404,88.596
"KAZ","Kazakhstan","1997",9.255,NA,NA,NA,NA,NA,NA,NA,8.321,70.619,11.404,88.596
"KAZ","Kazakhstan","1998",9.324,NA,NA,NA,NA,NA,NA,NA,10.284,66.592,11.404,88.596
"KAZ","Kazakhstan","1999",7.817,NA,NA,NA,NA,NA,NA,NA,9.675,61.736,11.404,88.596
"KAZ","Kazakhstan","2000",9.41,NA,0.372,NA,NA,NA,64.83,76.26,7.978,56.339,11.207,88.793
"KAZ","Kazakhstan","2001",9.081,NA,0.357,NA,NA,NA,64.83,76.26,11.406,51.674,11.207,88.793
"KAZ","Kazakhstan","2002",10.27,NA,0.345,NA,NA,NA,64.92,75.95,11.438,49.172,11.207,88.793
"KAZ","Kazakhstan","2003",11.407,NA,0.347,NA,NA,NA,65.01,75.64,10.952,41.721,8.621,91.379
"KAZ","Kazakhstan","2004",12.006,NA,0.329,NA,NA,NA,64.75,75.58,11.95,35.988,9.483,90.517
"KAZ","Kazakhstan","2005",12.777,NA,0.335,NA,NA,NA,65.23,75.71,13.224,35.531,8.621,91.379
"KAZ","Kazakhstan","2006",13.94,NA,0.327,NA,NA,NA,65.72,75.85,15.042,30.565,8.621,91.379
"KAZ","Kazakhstan","2007",14.166,NA,0.302,NA,NA,NA,66.2,75.98,17.518,28.016,12.338,87.662
"KAZ","Kazakhstan","2008",14.005,NA,0.299,NA,NA,NA,66.68,76.11,12.963,25.932,12.338,87.662
"KAZ","Kazakhstan","2009",13.69,NA,0.283,NA,NA,NA,66.83,76.27,15.664,23.012,13.636,86.364
"KAZ","Kazakhstan","2010",14.963,11.278,0.266,5.874,15.015,12.946,69.92,76.79,15.073,19.638,13.636,86.364
"KAZ","Kazakhstan","2011",14.171,10.906,0.259,5.874,14.954,11.888,67.4,76.41,18.529,16.889,13.636,86.364
"KAZ","Kazakhstan","2012",14.404,10.609,0.234,5.874,15.021,10.931,67.6,76.44,15.606,14.412,18.182,81.818
"KAZ","Kazakhstan","2013",14.711,10.045,0.231,5.874,14.267,9.995,67.54,76.3,16.971,13.011,18.182,81.818
"KAZ","Kazakhstan","2014",15.591,9.794,0.227,5.874,14.286,9.223,67.54,76.28,18.102,12.988,19.753,80.247
"KAZ","Kazakhstan","2015",15.624,8.618,0.215,3.167,14.077,8.611,67.92,76.41,20.498,12.554,20.13,79.87
"KAZ","Kazakhstan","2016",15.361,8.576,0.209,3.167,14.438,8.124,67.83,76.47,23.757,13.402,20.779,79.221
"KAZ","Kazakhstan","2017",16.024,8.485,0.196,3.167,14.452,7.837,65.72,75.47,21.159,13.406,22.078,77.922
"KAZ","Kazakhstan","2018",16.57,8.513,0.194,3.167,14.709,7.664,66.06,75.57,21.69,13.802,22.078,77.922
"KAZ","Kazakhstan","2019",14.679,8.479,0.19,3.167,14.709,7.562,65.76,75.17,21.278,14.017,22.078,77.922
"KAZ","Kazakhstan","2020",13.461,8.434,0.185,3.167,14.709,7.427,63.7,75.5,20.322,13.384,24.516,75.484
"KAZ","Kazakhstan","2021",13.291,8.382,0.181,3.167,14.709,7.269,63.5,75.05,17.175,13.384,24.516,75.484
"KAZ","Kazakhstan","2022",13.291,8.306,0.177,3.167,14.709,7.042,63.3,74.6,15.648,13.384,24.675,75.325
"LIE","Liechtenstein","1990",6.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1991",7.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1992",6.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1993",7.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1994",6.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1995",6.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1996",6.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1997",6.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1998",7.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","1999",6.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,96
"LIE","Liechtenstein","2000",6.566,NA,NA,NA,NA,NA,52.63,78.08,NA,NA,4,96
"LIE","Liechtenstein","2001",6.432,NA,NA,NA,NA,NA,52.61,77.26,NA,NA,12,88
"LIE","Liechtenstein","2002",6.53,NA,NA,NA,NA,NA,51.79,76.05,NA,NA,12,88
"LIE","Liechtenstein","2003",6.746,NA,NA,NA,NA,NA,52.61,75.43,NA,NA,12,88
"LIE","Liechtenstein","2004",6.688,NA,NA,NA,NA,NA,52.6,73.91,NA,NA,12,88
"LIE","Liechtenstein","2005",6.618,NA,NA,NA,NA,NA,52.8,73.65,NA,NA,24,76
"LIE","Liechtenstein","2006",6.624,NA,NA,NA,NA,NA,52.72,73.85,NA,NA,24,76
"LIE","Liechtenstein","2007",5.712,NA,NA,NA,NA,NA,53.88,74.25,NA,NA,24,76
"LIE","Liechtenstein","2008",6.202,NA,NA,NA,NA,NA,52.78,72.05,NA,NA,24,76
"LIE","Liechtenstein","2009",5.757,NA,NA,NA,NA,NA,52.6,71.31,NA,NA,24,76
"LIE","Liechtenstein","2010",5.312,NA,NA,NA,NA,5.764,52.64,70.93,NA,NA,24,76
"LIE","Liechtenstein","2011",4.885,NA,NA,NA,NA,5.785,54.66,71.87,NA,NA,24,76
"LIE","Liechtenstein","2012",5.077,NA,NA,NA,NA,5.519,54.11,71.18,NA,NA,24,76
"LIE","Liechtenstein","2013",5.231,NA,NA,NA,NA,5.517,53.52,70.57,NA,NA,20,80
"LIE","Liechtenstein","2014",4.347,NA,NA,NA,NA,5.604,53.59,70.19,NA,NA,20,80
"LIE","Liechtenstein","2015",4.277,NA,NA,NA,NA,5.331,53.66,69.46,NA,NA,20,80
"LIE","Liechtenstein","2016",3.984,NA,NA,NA,NA,5.518,53.3,68.8,NA,NA,20,80
"LIE","Liechtenstein","2017",4.111,NA,NA,NA,NA,4.837,53.1,68.1,NA,NA,12,88
"LIE","Liechtenstein","2018",3.744,NA,NA,NA,NA,5.168,52.96,67.76,NA,NA,12,88
"LIE","Liechtenstein","2019",3.872,NA,NA,NA,NA,4.64,52.88,67.51,NA,NA,12,88
"LIE","Liechtenstein","2020",3.662,NA,NA,NA,NA,4.57,52.82,67.36,NA,NA,12,88
"LIE","Liechtenstein","2021",3.737,NA,NA,NA,NA,4.74,52.79,67.26,NA,NA,28,72
"LIE","Liechtenstein","2022",3.737,NA,NA,NA,NA,4.486,52.79,67.26,NA,NA,28,72
"LTU","Lithuania","1990",9.44,NA,NA,NA,NA,NA,NA,NA,NA,26.028,17.518,82.482
"LTU","Lithuania","1991",9.97,NA,NA,NA,NA,NA,NA,NA,NA,25.268,17.518,82.482
"LTU","Lithuania","1992",5.577,NA,NA,NA,NA,NA,NA,NA,10.211,24.95,17.518,82.482
"LTU","Lithuania","1993",4.308,NA,NA,NA,NA,NA,NA,NA,10.99,26.388,17.518,82.482
"LTU","Lithuania","1994",4.182,NA,NA,NA,NA,NA,NA,NA,7.902,28.428,17.518,82.482
"LTU","Lithuania","1995",4.018,NA,0.313,NA,NA,NA,54.32,69.46,7.425,27.686,17.518,82.482
"LTU","Lithuania","1996",4.229,NA,0.287,NA,NA,NA,54.32,69.46,8.301,21.726,17.518,82.482
"LTU","Lithuania","1997",4.104,NA,0.274,NA,NA,NA,53.88,69.75,9.701,20.448,17.518,82.482
"LTU","Lithuania","1998",4.364,NA,0.264,NA,NA,NA,53.44,70.04,10.638,19.856,17.518,82.482
"LTU","Lithuania","1999",3.701,NA,0.245,NA,NA,NA,55.13,68.41,10.163,18.36,17.518,82.482
"LTU","Lithuania","2000",3.29,NA,0.265,NA,NA,NA,54.97,66.53,10.224,17.542,10.638,89.362
"LTU","Lithuania","2001",3.537,NA,0.258,NA,NA,NA,51.12,62.75,9.742,18.142,10.638,89.362
"LTU","Lithuania","2002",3.603,NA,0.241,NA,NA,NA,52.61,65.43,11.014,14.355,10.638,89.362
"LTU","Lithuania","2003",3.649,NA,0.233,NA,NA,NA,55.03,66.39,12.821,12.994,10.638,89.362
"LTU","Lithuania","2004",3.873,NA,0.18,NA,NA,NA,51.47,63.93,13.472,12.031,21.986,78.014
"LTU","Lithuania","2005",4.109,NA,0.176,NA,NA,NA,50.76,62.88,14.631,11.375,21.986,78.014
"LTU","Lithuania","2006",4.272,NA,0.181,NA,NA,NA,50.2,61.31,16.097,13.448,24.823,75.177
"LTU","Lithuania","2007",4.729,NA,0.178,NA,NA,NA,50.2,61.97,18.886,12.356,22.695,77.305
"LTU","Lithuania","2008",4.627,NA,0.184,NA,NA,NA,50.52,62.19,18.059,11.093,17.73,82.27
"LTU","Lithuania","2009",4.034,NA,0.16,NA,NA,NA,52.04,61.98,15.323,9.925,19.149,80.851
"LTU","Lithuania","2010",4.397,11.524,0.149,6.823,21.979,5.771,52.53,62,13.118,9.678,19.149,80.851
"LTU","Lithuania","2011",4.504,10.164,0.153,6.978,18.034,5.482,52.7,63.08,15.816,8.56,19.149,80.851
"LTU","Lithuania","2012",4.588,9.392,0.138,6.511,16.464,5.203,53.2,63.23,15.001,8.04,24.46,75.54
"LTU","Lithuania","2013",4.344,9.862,0.137,5.888,18.827,4.871,52.95,64.13,18.509,7.925,24.113,75.887
"LTU","Lithuania","2014",4.292,9.716,0.135,5.382,18.829,4.938,53.88,65.05,16.759,8.705,24.113,75.887
"LTU","Lithuania","2015",4.405,10.495,0.136,4.816,21.732,4.938,54.44,64.88,18.246,8.42,23.404,76.596
